"No.","Time","Source","Destination","Protocol","Length","Info"
"42","0.381215","172.16.3.2","172.16.2.2","MPTCP","74","22  >  31340 [ACK] Seq=1905 Ack=1893 Win=65728 Len=0 TSval=100035 TSecr=4094247194"
"43","0.382030","172.16.2.2","172.16.3.2","MPTCP","74","[TCP Dup ACK 39#2] 31340  >  22 [ACK] Seq=1893 Ack=1905 Win=65728 Len=0 TSval=4094247214 TSecr=100035"
"44","0.384527","172.16.2.2","172.16.3.2","SSH","158","Client: Encrypted packet (len=76)"
"45","0.400160","172.16.3.2","172.16.2.2","SSH","150","Server: Encrypted packet (len=68)"
"46","0.400186","172.16.2.2","172.16.3.2","TCP","66","31340  >  22 [ACK] Seq=1969 Ack=1973 Win=65728 Len=0 TSval=4094247227 TSecr=100062"
"47","0.401004","172.16.2.2","172.16.3.2","MPTCP","74","[TCP Dup ACK 46#1] 31340  >  22 [ACK] Seq=1969 Ack=1973 Win=65728 Len=0 TSval=4094247234 TSecr=100062"
"48","0.407916","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"49","0.407944","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"50","0.408133","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"51","0.408160","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"52","0.408491","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"53","0.408607","172.16.2.2","172.16.3.2","SSH","1150","Client: Encrypted packet (len=1068)"
"54","0.410036","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"55","0.410071","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"56","0.410083","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"57","0.410094","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"58","0.410112","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"59","0.420434","172.16.3.2","172.16.2.2","TCP","66","22  >  31340 [ACK] Seq=1973 Ack=4833 Win=65728 Len=0 TSval=100075 TSecr=4094247234"
"60","0.420460","172.16.2.2","172.16.3.2","SSH","1150","Client: Encrypted packet (len=1068)"
"61","0.420522","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"62","0.420571","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"63","0.420618","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"64","0.420662","172.16.3.2","172.16.2.2","MPTCP","74","[TCP Dup ACK 59#1] 22  >  31340 [ACK] Seq=1973 Ack=4833 Win=65728 Len=0 TSval=100075 TSecr=4094247234"
"65","0.420688","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"66","0.421096","172.16.3.2","172.16.2.2","TCP","66","22  >  31340 [ACK] Seq=1973 Ack=7697 Win=65728 Len=0 TSval=100090 TSecr=4094247234"
"67","0.421156","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"68","0.421663","172.16.3.2","172.16.2.2","MPTCP","74","[TCP Dup ACK 66#1] 22  >  31340 [ACK] Seq=1973 Ack=7697 Win=65728 Len=0 TSval=100090 TSecr=4094247234"
"69","0.422254","172.16.2.2","172.16.3.2","SSH","1006","Client: Encrypted packet (len=924)"
"70","0.422268","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"71","0.422278","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"72","0.440906","172.16.3.2","172.16.2.2","TCP","66","22  >  31340 [ACK] Seq=1973 Ack=10197 Win=65728 Len=0 TSval=100092 TSecr=4094247234"
"73","0.440961","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"74","0.441003","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"75","0.441028","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"76","0.441809","172.16.3.2","172.16.2.2","TCP","66","22  >  31340 [ACK] Seq=1973 Ack=13061 Win=65728 Len=0 TSval=100112 TSecr=4094247234"
"77","0.441844","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"78","0.441876","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"79","0.441935","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"80","0.441963","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"81","0.442034","172.16.3.2","172.16.2.2","TCP","66","22  >  31340 [ACK] Seq=1973 Ack=15925 Win=65728 Len=0 TSval=100112 TSecr=4094247234"
"82","0.442149","172.16.3.2","172.16.2.2","MPTCP","74","[TCP Dup ACK 81#1] 22  >  31340 [ACK] Seq=1973 Ack=15925 Win=65728 Len=0 TSval=100112 TSecr=4094247234"
"83","0.442248","172.16.2.2","172.16.3.2","SSH","1150","Client: Encrypted packet (len=1068)"
"84","0.442274","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"85","0.442311","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"86","0.443147","172.16.2.2","172.16.3.2","SSH","1150","Client: Encrypted packet (len=1068)"
"87","0.443200","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"88","0.460683","172.16.3.2","172.16.2.2","TCP","66","22  >  31340 [ACK] Seq=1973 Ack=18425 Win=65728 Len=0 TSval=100112 TSecr=4094247234"
"89","0.460756","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"90","0.460853","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"91","0.460874","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"92","0.461293","172.16.3.2","172.16.2.2","TCP","66","22  >  31340 [ACK] Seq=1973 Ack=21289 Win=65728 Len=0 TSval=100125 TSecr=4094247244"
"93","0.461552","172.16.3.2","172.16.2.2","MPTCP","74","22  >  31340 [ACK] Seq=1973 Ack=22721 Win=65728 Len=0 TSval=100125 TSecr=4094247244"
"94","0.462456","172.16.2.2","172.16.3.2","SSH","1150","Client: Encrypted packet (len=1068)"
"95","0.462490","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"96","0.462503","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"97","0.480578","172.16.3.2","172.16.2.2","TCP","66","22  >  31340 [ACK] Seq=1973 Ack=25585 Win=65728 Len=0 TSval=100142 TSecr=4094247244"
"98","0.481181","172.16.3.2","172.16.2.2","TCP","66","22  >  31340 [ACK] Seq=1973 Ack=27941 Win=65728 Len=0 TSval=100142 TSecr=4094247254"
"99","0.481439","172.16.3.2","172.16.2.2","MPTCP","74","22  >  31340 [ACK] Seq=1973 Ack=29373 Win=65728 Len=0 TSval=100142 TSecr=4094247254"
"100","0.481924","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"101","0.481944","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"102","0.481958","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"103","0.482539","172.16.2.2","172.16.3.2","SSH","1006","Client: Encrypted packet (len=924)"
"104","0.482554","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"105","0.500367","172.16.3.2","172.16.2.2","TCP","66","22  >  31340 [ACK] Seq=1973 Ack=32237 Win=65728 Len=0 TSval=100162 TSecr=4094247274"
"106","0.501035","172.16.3.2","172.16.2.2","TCP","66","22  >  31340 [ACK] Seq=1973 Ack=35101 Win=65728 Len=0 TSval=100162 TSecr=4094247274"
"107","0.501069","172.16.3.2","172.16.2.2","MPTCP","74","22  >  31340 [ACK] Seq=1973 Ack=36533 Win=65728 Len=0 TSval=100162 TSecr=4094247274"
"108","0.501683","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"109","0.501700","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"110","0.501710","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"111","0.502392","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"112","0.502408","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"113","0.520975","172.16.3.2","172.16.2.2","TCP","66","22  >  31340 [ACK] Seq=1973 Ack=39397 Win=65728 Len=0 TSval=100182 TSecr=4094247274"
"114","0.521684","172.16.3.2","172.16.2.2","TCP","66","22  >  31340 [ACK] Seq=1973 Ack=41897 Win=65728 Len=0 TSval=100182 TSecr=4094247274"
"115","0.521723","172.16.3.2","172.16.2.2","TCP","66","22  >  31340 [ACK] Seq=1973 Ack=44397 Win=65728 Len=0 TSval=100182 TSecr=4094247274"
"116","0.522047","172.16.3.2","172.16.2.2","MPTCP","74","[TCP Dup ACK 115#1] 22  >  31340 [ACK] Seq=1973 Ack=44397 Win=65728 Len=0 TSval=100192 TSecr=4094247274"
"117","0.522352","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"118","0.522369","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"119","0.522379","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"120","0.541023","172.16.3.2","172.16.2.2","TCP","66","22  >  31340 [ACK] Seq=1973 Ack=47261 Win=65728 Len=0 TSval=100192 TSecr=4094247274"
"121","0.541833","172.16.3.2","172.16.2.2","TCP","66","22  >  31340 [ACK] Seq=1973 Ack=50125 Win=65728 Len=0 TSval=100212 TSecr=4094247294"
"122","0.542116","172.16.3.2","172.16.2.2","MPTCP","74","22  >  31340 [ACK] Seq=1973 Ack=51193 Win=65728 Len=0 TSval=100212 TSecr=4094247294"
"123","0.560778","172.16.3.2","172.16.2.2","TCP","66","22  >  31340 [ACK] Seq=1973 Ack=54057 Win=65728 Len=0 TSval=100212 TSecr=4094247294"
"124","0.560805","172.16.3.2","172.16.2.2","MPTCP","74","[TCP Dup ACK 123#1] 22  >  31340 [ACK] Seq=1973 Ack=54057 Win=65728 Len=0 TSval=100212 TSecr=4094247294"
"125","0.561478","172.16.3.2","172.16.2.2","TCP","66","22  >  31340 [ACK] Seq=1973 Ack=56921 Win=65728 Len=0 TSval=100232 TSecr=4094247314"
"126","0.580880","172.16.3.2","172.16.2.2","TCP","66","22  >  31340 [ACK] Seq=1973 Ack=59277 Win=65728 Len=0 TSval=100242 TSecr=4094247314"
"127","0.580903","172.16.3.2","172.16.2.2","TCP","66","22  >  31340 [ACK] Seq=1973 Ack=62141 Win=65728 Len=0 TSval=100242 TSecr=4094247314"
"128","0.580907","172.16.3.2","172.16.2.2","MPTCP","74","[TCP Dup ACK 127#1] 22  >  31340 [ACK] Seq=1973 Ack=62141 Win=65728 Len=0 TSval=100242 TSecr=4094247314"
"129","0.581707","172.16.3.2","172.16.2.2","TCP","66","22  >  31340 [ACK] Seq=1973 Ack=65005 Win=65728 Len=0 TSval=100252 TSecr=4094247334"
"130","0.601025","172.16.3.2","172.16.2.2","TCP","66","22  >  31340 [ACK] Seq=1973 Ack=67869 Win=65728 Len=0 TSval=100252 TSecr=4094247334"
"131","0.601058","172.16.3.2","172.16.2.2","MPTCP","74","22  >  31340 [ACK] Seq=1973 Ack=69301 Win=65728 Len=0 TSval=100262 TSecr=4094247354"
"132","0.601987","172.16.3.2","172.16.2.2","TCP","66","22  >  31340 [ACK] Seq=1973 Ack=72165 Win=65728 Len=0 TSval=100262 TSecr=4094247354"
"133","0.602012","172.16.2.2","172.16.3.2","SSH","1150","Client: Encrypted packet (len=1068)"
"134","0.620708","172.16.3.2","172.16.2.2","MPTCP","74","22  >  31340 [ACK] Seq=1973 Ack=73233 Win=65728 Len=0 TSval=100282 TSecr=4094247435"
"135","0.620739","172.16.3.2","172.16.2.2","SSH","118","Server: Encrypted packet (len=36)"
"136","0.621724","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"137","0.621743","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"138","0.621754","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"139","0.621764","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"140","0.621773","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"141","0.621786","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"142","0.621920","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"143","0.621962","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"144","0.622061","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"145","0.622075","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"146","0.622115","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"147","0.622160","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"148","0.622198","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"149","0.622260","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"150","0.622311","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"151","0.622343","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"152","0.622354","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"153","0.622391","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"154","0.622431","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"155","0.622460","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"156","0.622472","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"157","0.622613","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"158","0.622651","172.16.2.2","172.16.3.2","SSH","1346","Client: Encrypted packet (len=1264)"
"159","0.640160","172.16.3.2","172.16.2.2","TCP","66","22  >  31340 [ACK] Seq=2009 Ack=74665 Win=65728 Len=0 TSval=100303 TSecr=4094247454"
"160","0.640182","172.16.3.2","172.16.2.2","MPTCP","74","22  >  31340 [ACK] Seq=2009 Ack=76097 Win=65728 Len=0 TSval=100303 TSecr=4094247454"
"161","0.640786","172.16.3.2","172.16.2.2","TCP","66","22  >  31340 [ACK] Seq=2009 Ack=78961 Win=65728 Len=0 TSval=100303 TSecr=4094247454"
"162","0.661136","172.16.3.2","172.16.2.2","TCP","66","22  >  31340 [ACK] Seq=2009 Ack=81825 Win=65728 Len=0 TSval=100316 TSecr=4094247454"
"163","0.661165","172.16.3.2","172.16.2.2","MPTCP","74","22  >  31340 [ACK] Seq=2009 Ack=83257 Win=65728 Len=0 TSval=100316 TSecr=4094247454"
"164","0.661760","172.16.3.2","172.16.2.2","TCP","66","22  >  31340 [ACK] Seq=2009 Ack=86121 Win=65728 Len=0 TSval=100322 TSecr=4094247454"
"165","0.681336","172.16.3.2","172.16.2.2","TCP","66","22  >  31340 [ACK] Seq=2009 Ack=88985 Win=65728 Len=0 TSval=100332 TSecr=4094247454"
"166","0.681351","172.16.3.2","172.16.2.2","MPTCP","74","22  >  31340 [ACK] Seq=2009 Ack=90417 Win=65728 Len=0 TSval=100332 TSecr=4094247454"
"167","0.681910","172.16.3.2","172.16.2.2","TCP","66","22  >  31340 [ACK] Seq=2009 Ack=93281 Win=65728 Len=0 TSval=100352 TSecr=4094247454"
"168","0.700807","172.16.3.2","172.16.2.2","TCP","66","22  >  31340 [ACK] Seq=2009 Ack=96145 Win=65728 Len=0 TSval=100352 TSecr=4094247454"
"169","0.700820","172.16.3.2","172.16.2.2","MPTCP","74","22  >  31340 [ACK] Seq=2009 Ack=97577 Win=65728 Len=0 TSval=100352 TSecr=4094247454"
"170","0.701378","172.16.3.2","172.16.2.2","TCP","66","22  >  31340 [ACK] Seq=2009 Ack=100441 Win=65728 Len=0 TSval=100363 TSecr=4094247454"
"171","0.701602","172.16.3.2","172.16.2.2","MPTCP","74","22  >  31340 [ACK] Seq=2009 Ack=101873 Win=65728 Len=0 TSval=100363 TSecr=4094247454"
"172","0.712326","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"173","0.720849","172.16.3.2","172.16.2.2","TCP","66","22  >  31340 [ACK] Seq=2009 Ack=104737 Win=65728 Len=0 TSval=100372 TSecr=4094247454"
"174","0.721745","172.16.3.2","172.16.2.2","TCP","66","22  >  31340 [ACK] Seq=2009 Ack=107433 Win=65728 Len=0 TSval=100389 TSecr=4094247454"
"175","0.721779","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"176","0.721790","172.16.3.2","172.16.2.2","MPTCP","74","[TCP Dup ACK 174#1] 22  >  31340 [ACK] Seq=2009 Ack=107433 Win=65728 Len=0 TSval=100389 TSecr=4094247454"
"177","0.723011","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"178","0.723046","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"179","0.723153","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"180","0.723171","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"181","0.723188","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"182","0.723198","172.16.3.2","172.16.2.2","MPTCP","74","22  >  31340 [ACK] Seq=2009 Ack=108865 Win=65728 Len=0 TSval=100392 TSecr=4094247554"
"183","0.723204","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"184","0.723291","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"185","0.723321","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"186","0.723410","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"187","0.723432","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"188","0.723452","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"189","0.723563","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"190","0.723579","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"191","0.723592","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"192","0.723608","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"193","0.723648","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"194","0.723663","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"195","0.723677","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"196","0.723761","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"197","0.723777","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"198","0.723791","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"199","0.740380","172.16.3.2","172.16.2.2","TCP","66","22  >  31340 [ACK] Seq=2009 Ack=111729 Win=65728 Len=0 TSval=100402 TSecr=4094247554"
"200","0.741341","172.16.3.2","172.16.2.2","TCP","66","22  >  31340 [ACK] Seq=2009 Ack=114593 Win=65728 Len=0 TSval=100402 TSecr=4094247554"
"201","0.741950","172.16.3.2","172.16.2.2","MPTCP","74","22  >  31340 [ACK] Seq=2009 Ack=116025 Win=65728 Len=0 TSval=100402 TSecr=4094247554"
"202","0.760678","172.16.3.2","172.16.2.2","TCP","66","22  >  31340 [ACK] Seq=2009 Ack=118889 Win=65728 Len=0 TSval=100412 TSecr=4094247554"
"203","0.761338","172.16.3.2","172.16.2.2","TCP","66","22  >  31340 [ACK] Seq=2009 Ack=121753 Win=65728 Len=0 TSval=100422 TSecr=4094247554"
"204","0.761641","172.16.3.2","172.16.2.2","MPTCP","74","22  >  31340 [ACK] Seq=2009 Ack=123185 Win=65728 Len=0 TSval=100422 TSecr=4094247554"
"205","0.781527","172.16.3.2","172.16.2.2","TCP","66","22  >  31340 [ACK] Seq=2009 Ack=126049 Win=65728 Len=0 TSval=100432 TSecr=4094247554"
"206","0.782334","172.16.3.2","172.16.2.2","TCP","66","22  >  31340 [ACK] Seq=2009 Ack=128913 Win=65728 Len=0 TSval=100445 TSecr=4094247554"
"207","0.782347","172.16.3.2","172.16.2.2","MPTCP","74","22  >  31340 [ACK] Seq=2009 Ack=130345 Win=65728 Len=0 TSval=100452 TSecr=4094247554"
"208","0.800955","172.16.3.2","172.16.2.2","TCP","66","22  >  31340 [ACK] Seq=2009 Ack=133209 Win=65728 Len=0 TSval=100452 TSecr=4094247554"
"209","0.801729","172.16.3.2","172.16.2.2","TCP","66","22  >  31340 [ACK] Seq=2009 Ack=136073 Win=65728 Len=0 TSval=100472 TSecr=4094247554"
"210","0.801926","172.16.3.2","172.16.2.2","MPTCP","74","22  >  31340 [ACK] Seq=2009 Ack=137505 Win=65728 Len=0 TSval=100472 TSecr=4094247554"
