"No.","Time","Source","Destination","Protocol","Length","Info"
"36","0.328571","172.16.3.2","172.16.2.2","TCP","66","22  >  33921 [ACK] Seq=445 Ack=6501 Win=65728 Len=0 TSval=4991122 TSecr=1819614342"
"37","0.331414","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"38","0.331450","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"39","0.350014","172.16.3.2","172.16.2.2","TCP","66","22  >  33921 [ACK] Seq=445 Ack=9001 Win=65728 Len=0 TSval=4991132 TSecr=1819614342"
"40","0.350024","172.16.3.2","172.16.2.2","MPTCP","74","22  >  33921 [ACK] Seq=445 Ack=10433 Win=65728 Len=0 TSval=4991132 TSecr=1819614361"
"41","0.350794","172.16.3.2","172.16.2.2","MPTCP","74","22  >  33921 [ACK] Seq=445 Ack=11865 Win=65728 Len=0 TSval=4991152 TSecr=1819614361"
"42","0.350822","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"43","0.351779","172.16.3.2","172.16.2.2","MPTCP","74","22  >  33921 [ACK] Seq=445 Ack=13297 Win=65728 Len=0 TSval=4991152 TSecr=1819614381"
"44","0.352825","172.16.3.2","172.16.2.2","MPTCP","74","[TCP Dup ACK 43#1] 22  >  33921 [ACK] Seq=445 Ack=13297 Win=65728 Len=0 TSval=4991152 TSecr=1819614381"
"45","0.378676","172.16.3.2","172.16.2.2","MPTCP","74","[TCP Dup ACK 43#2] 22  >  33921 [ACK] Seq=445 Ack=13297 Win=65728 Len=0 TSval=4991173 TSecr=1819614381"
"46","0.380429","172.16.3.2","172.16.2.2","MPTCP","74","[TCP Dup ACK 43#3] 22  >  33921 [ACK] Seq=445 Ack=13297 Win=65728 Len=0 TSval=4991183 TSecr=1819614381"
"47","0.399351","172.16.3.2","172.16.2.2","MPTCP","74","[TCP Dup ACK 43#4] 22  >  33921 [ACK] Seq=445 Ack=13297 Win=65728 Len=0 TSval=4991193 TSecr=1819614381"
"48","0.401191","172.16.3.2","172.16.2.2","MPTCP","74","[TCP Dup ACK 43#5] 22  >  33921 [ACK] Seq=445 Ack=13297 Win=65728 Len=0 TSval=4991203 TSecr=1819614381"
"49","0.401873","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"50","0.401898","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"51","0.401958","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"52","0.401979","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"53","0.402040","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"54","0.402072","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"55","0.402105","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"56","0.402165","172.16.2.2","172.16.3.2","SSH","278","Client: Encrypted packet (len=196)"
"57","0.411573","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"58","0.411597","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"59","0.411614","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"60","0.411633","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"61","0.411670","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"62","0.411714","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"63","0.411744","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"64","0.419531","172.16.3.2","172.16.2.2","TCP","66","22  >  33921 [ACK] Seq=445 Ack=16161 Win=65728 Len=0 TSval=4991212 TSecr=1819614437"
"65","0.419557","172.16.3.2","172.16.2.2","MPTCP","74","[TCP Dup ACK 64#1] 22  >  33921 [ACK] Seq=445 Ack=16161 Win=65728 Len=0 TSval=4991212 TSecr=1819614437"
"66","0.420201","172.16.3.2","172.16.2.2","MPTCP","74","[TCP Dup ACK 64#2] 22  >  33921 [ACK] Seq=445 Ack=16161 Win=65728 Len=0 TSval=4991212 TSecr=1819614437"
"67","0.420437","172.16.3.2","172.16.2.2","TCP","66","22  >  33921 [ACK] Seq=445 Ack=19025 Win=65728 Len=0 TSval=4991223 TSecr=1819614437"
"68","0.421387","172.16.2.2","172.16.3.2","SSH","1150","Client: Encrypted packet (len=1068)"
"69","0.421408","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"70","0.421422","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"71","0.421442","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"72","0.421483","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"73","0.421531","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"74","0.421581","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"75","0.438669","172.16.3.2","172.16.2.2","TCP","66","22  >  33921 [ACK] Seq=445 Ack=21889 Win=65728 Len=0 TSval=4991223 TSecr=1819614437"
"76","0.438710","172.16.3.2","172.16.2.2","TCP","66","22  >  33921 [ACK] Seq=445 Ack=23517 Win=65728 Len=0 TSval=4991223 TSecr=1819614437"
"77","0.438721","172.16.3.2","172.16.2.2","MPTCP","74","[TCP Dup ACK 76#1] 22  >  33921 [ACK] Seq=445 Ack=23517 Win=65728 Len=0 TSval=4991223 TSecr=1819614437"
"78","0.439461","172.16.3.2","172.16.2.2","TCP","66","22  >  33921 [ACK] Seq=445 Ack=26381 Win=65728 Len=0 TSval=4991232 TSecr=1819614447"
"79","0.439633","172.16.3.2","172.16.2.2","MPTCP","74","[TCP Dup ACK 78#1] 22  >  33921 [ACK] Seq=445 Ack=26381 Win=65728 Len=0 TSval=4991242 TSecr=1819614447"
"80","0.458735","172.16.3.2","172.16.2.2","TCP","66","22  >  33921 [ACK] Seq=445 Ack=29245 Win=65728 Len=0 TSval=4991253 TSecr=1819614447"
"81","0.459368","172.16.3.2","172.16.2.2","TCP","66","22  >  33921 [ACK] Seq=445 Ack=32109 Win=65728 Len=0 TSval=4991253 TSecr=1819614447"
"82","0.459394","172.16.3.2","172.16.2.2","TCP","66","22  >  33921 [ACK] Seq=445 Ack=34609 Win=65728 Len=0 TSval=4991253 TSecr=1819614447"
"83","0.459539","172.16.3.2","172.16.2.2","MPTCP","74","[TCP Dup ACK 82#1] 22  >  33921 [ACK] Seq=445 Ack=34609 Win=65728 Len=0 TSval=4991253 TSecr=1819614447"
"84","0.459553","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"85","0.459577","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"86","0.459636","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"87","0.478370","172.16.3.2","172.16.2.2","TCP","66","22  >  33921 [ACK] Seq=445 Ack=37473 Win=65728 Len=0 TSval=4991272 TSecr=1819614451"
"88","0.479146","172.16.3.2","172.16.2.2","TCP","66","22  >  33921 [ACK] Seq=445 Ack=40337 Win=65728 Len=0 TSval=4991272 TSecr=1819614451"
"89","0.479165","172.16.3.2","172.16.2.2","MPTCP","74","22  >  33921 [ACK] Seq=445 Ack=41769 Win=65728 Len=0 TSval=4991272 TSecr=1819614451"
"90","0.480211","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"91","0.480233","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"92","0.498520","172.16.3.2","172.16.2.2","TCP","66","22  >  33921 [ACK] Seq=445 Ack=44633 Win=65728 Len=0 TSval=4991292 TSecr=1819614451"
"93","0.499405","172.16.3.2","172.16.2.2","TCP","66","22  >  33921 [ACK] Seq=445 Ack=47497 Win=65728 Len=0 TSval=4991292 TSecr=1819614493"
"94","0.499588","172.16.3.2","172.16.2.2","MPTCP","74","22  >  33921 [ACK] Seq=445 Ack=48929 Win=65728 Len=0 TSval=4991292 TSecr=1819614513"
"95","0.499783","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"96","0.499803","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"97","0.499815","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"98","0.499832","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"99","0.499861","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"100","0.499915","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"101","0.499976","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"102","0.500006","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"103","0.500038","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"104","0.500082","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"105","0.500118","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"106","0.500149","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"107","0.500194","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"108","0.518818","172.16.3.2","172.16.2.2","TCP","66","22  >  33921 [ACK] Seq=445 Ack=51793 Win=65728 Len=0 TSval=4991302 TSecr=1819614513"
"109","0.519704","172.16.3.2","172.16.2.2","TCP","66","22  >  33921 [ACK] Seq=445 Ack=54657 Win=65728 Len=0 TSval=4991319 TSecr=1819614532"
"110","0.519890","172.16.3.2","172.16.2.2","MPTCP","74","22  >  33921 [ACK] Seq=445 Ack=56089 Win=65728 Len=0 TSval=4991319 TSecr=1819614532"
"111","0.520256","172.16.2.2","172.16.3.2","SSH","278","Client: Encrypted packet (len=196)"
"112","0.520288","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"113","0.520346","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"114","0.520455","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"115","0.520479","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"116","0.538886","172.16.3.2","172.16.2.2","TCP","66","22  >  33921 [ACK] Seq=445 Ack=58953 Win=65728 Len=0 TSval=4991332 TSecr=1819614532"
"117","0.538913","172.16.3.2","172.16.2.2","SSH","118","Server: Encrypted packet (len=36)"
"118","0.539895","172.16.3.2","172.16.2.2","TCP","66","22  >  33921 [ACK] Seq=481 Ack=61817 Win=65728 Len=0 TSval=4991342 TSecr=1819614532"
"119","0.539919","172.16.3.2","172.16.2.2","MPTCP","74","22  >  33921 [ACK] Seq=481 Ack=63249 Win=65728 Len=0 TSval=4991342 TSecr=1819614532"
"120","0.541606","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"121","0.541683","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"122","0.541719","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"123","0.541751","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"124","0.541785","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"125","0.559358","172.16.3.2","172.16.2.2","TCP","66","22  >  33921 [ACK] Seq=481 Ack=66113 Win=65728 Len=0 TSval=4991342 TSecr=1819614532"
"126","0.559383","172.16.3.2","172.16.2.2","MPTCP","74","[TCP Dup ACK 125#1] 22  >  33921 [ACK] Seq=481 Ack=66113 Win=65728 Len=0 TSval=4991342 TSecr=1819614532"
"127","0.560058","172.16.3.2","172.16.2.2","TCP","66","22  >  33921 [ACK] Seq=481 Ack=68977 Win=65728 Len=0 TSval=4991355 TSecr=1819614532"
"128","0.560249","172.16.3.2","172.16.2.2","MPTCP","74","22  >  33921 [ACK] Seq=481 Ack=69173 Win=65728 Len=0 TSval=4991362 TSecr=1819614553"
"129","0.560984","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"130","0.561001","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"131","0.561102","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"132","0.561123","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"133","0.561238","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"134","0.561258","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"135","0.561320","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"136","0.561341","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"137","0.579209","172.16.3.2","172.16.2.2","TCP","66","22  >  33921 [ACK] Seq=481 Ack=72037 Win=65728 Len=0 TSval=4991362 TSecr=1819614553"
"138","0.580094","172.16.3.2","172.16.2.2","TCP","66","22  >  33921 [ACK] Seq=481 Ack=74901 Win=65728 Len=0 TSval=4991372 TSecr=1819614553"
"139","0.580120","172.16.3.2","172.16.2.2","TCP","66","22  >  33921 [ACK] Seq=481 Ack=76333 Win=65728 Len=0 TSval=4991382 TSecr=1819614577"
"140","0.580542","172.16.3.2","172.16.2.2","MPTCP","74","[TCP Dup ACK 139#1] 22  >  33921 [ACK] Seq=481 Ack=76333 Win=65728 Len=0 TSval=4991382 TSecr=1819614577"
"141","0.580555","172.16.2.2","172.16.3.2","SSH","1346","Client: Encrypted packet (len=1264)"
"142","0.580591","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"143","0.580688","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"144","0.598562","172.16.3.2","172.16.2.2","TCP","66","22  >  33921 [ACK] Seq=481 Ack=79197 Win=65728 Len=0 TSval=4991382 TSecr=1819614577"
"145","0.599370","172.16.3.2","172.16.2.2","TCP","66","22  >  33921 [ACK] Seq=481 Ack=82061 Win=65728 Len=0 TSval=4991392 TSecr=1819614577"
"146","0.599566","172.16.3.2","172.16.2.2","MPTCP","74","22  >  33921 [ACK] Seq=481 Ack=83493 Win=65728 Len=0 TSval=4991392 TSecr=1819614592"
"147","0.600161","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"148","0.600181","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"149","0.600271","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"150","0.600768","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"151","0.600794","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"152","0.600954","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"153","0.600984","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"154","0.619175","172.16.3.2","172.16.2.2","TCP","66","22  >  33921 [ACK] Seq=481 Ack=86357 Win=65728 Len=0 TSval=4991411 TSecr=1819614592"
"155","0.619928","172.16.3.2","172.16.2.2","TCP","66","22  >  33921 [ACK] Seq=481 Ack=89221 Win=65728 Len=0 TSval=4991423 TSecr=1819614592"
"156","0.619940","172.16.3.2","172.16.2.2","MPTCP","74","22  >  33921 [ACK] Seq=481 Ack=90653 Win=65728 Len=0 TSval=4991423 TSecr=1819614592"
"157","0.620711","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"158","0.620778","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"159","0.639734","172.16.3.2","172.16.2.2","TCP","66","22  >  33921 [ACK] Seq=481 Ack=93517 Win=65728 Len=0 TSval=4991423 TSecr=1819614592"
"160","0.640562","172.16.3.2","172.16.2.2","TCP","66","22  >  33921 [ACK] Seq=481 Ack=96213 Win=65728 Len=0 TSval=4991443 TSecr=1819614614"
"161","0.640574","172.16.3.2","172.16.2.2","TCP","66","22  >  33921 [ACK] Seq=481 Ack=99077 Win=65728 Len=0 TSval=4991443 TSecr=1819614614"
"162","0.640580","172.16.3.2","172.16.2.2","MPTCP","74","[TCP Dup ACK 161#1] 22  >  33921 [ACK] Seq=481 Ack=99077 Win=65728 Len=0 TSval=4991443 TSecr=1819614614"
"163","0.658715","172.16.3.2","172.16.2.2","TCP","66","22  >  33921 [ACK] Seq=481 Ack=101941 Win=65728 Len=0 TSval=4991443 TSecr=1819614633"
"164","0.659667","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"165","0.659707","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"166","0.659782","172.16.3.2","172.16.2.2","TCP","66","22  >  33921 [ACK] Seq=481 Ack=104805 Win=65728 Len=0 TSval=4991462 TSecr=1819614633"
"167","0.659792","172.16.3.2","172.16.2.2","MPTCP","74","22  >  33921 [ACK] Seq=481 Ack=106237 Win=65728 Len=0 TSval=4991462 TSecr=1819614633"
"168","0.678839","172.16.3.2","172.16.2.2","TCP","66","22  >  33921 [ACK] Seq=481 Ack=109101 Win=65728 Len=0 TSval=4991462 TSecr=1819614633"
"169","0.678886","172.16.3.2","172.16.2.2","MPTCP","74","[TCP Dup ACK 168#1] 22  >  33921 [ACK] Seq=481 Ack=109101 Win=65728 Len=0 TSval=4991462 TSecr=1819614633"
"170","0.679640","172.16.3.2","172.16.2.2","TCP","66","22  >  33921 [ACK] Seq=481 Ack=111965 Win=65728 Len=0 TSval=4991472 TSecr=1819614652"
"171","0.679828","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"172","0.679849","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"173","0.679865","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"174","0.679890","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"175","0.679958","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"176","0.698606","172.16.3.2","172.16.2.2","TCP","66","22  >  33921 [ACK] Seq=481 Ack=114829 Win=65728 Len=0 TSval=4991482 TSecr=1819614697"
"177","0.700590","172.16.3.2","172.16.2.2","TCP","66","22  >  33921 [ACK] Seq=481 Ack=117693 Win=65728 Len=0 TSval=4991492 TSecr=1819614714"
"178","0.700605","172.16.3.2","172.16.2.2","TCP","66","22  >  33921 [ACK] Seq=481 Ack=120557 Win=65728 Len=0 TSval=4991492 TSecr=1819614714"
"179","0.700629","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"180","0.700641","172.16.3.2","172.16.2.2","MPTCP","74","[TCP Dup ACK 178#1] 22  >  33921 [ACK] Seq=481 Ack=120557 Win=65728 Len=0 TSval=4991492 TSecr=1819614714"
"181","0.701493","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"182","0.701533","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"183","0.719211","172.16.3.2","172.16.2.2","TCP","66","22  >  33921 [ACK] Seq=481 Ack=123421 Win=65728 Len=0 TSval=4991512 TSecr=1819614732"
"184","0.720601","172.16.3.2","172.16.2.2","MPTCP","74","22  >  33921 [ACK] Seq=481 Ack=124853 Win=65728 Len=0 TSval=4991522 TSecr=1819614732"
"185","0.720634","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"186","0.738365","172.16.3.2","172.16.2.2","MPTCP","74","22  >  33921 [ACK] Seq=481 Ack=126285 Win=65728 Len=0 TSval=4991533 TSecr=1819614751"
"187","0.740292","172.16.3.2","172.16.2.2","MPTCP","74","[TCP Dup ACK 186#1] 22  >  33921 [ACK] Seq=481 Ack=126285 Win=65728 Len=0 TSval=4991542 TSecr=1819614751"
"188","0.740921","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"189","0.741056","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"190","0.741079","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"191","0.741192","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"192","0.741212","172.16.2.2","172.16.3.2","SSH","1346","Client: Encrypted packet (len=1264)"
"193","0.758510","172.16.3.2","172.16.2.2","TCP","66","22  >  33921 [ACK] Seq=481 Ack=129149 Win=65728 Len=0 TSval=4991542 TSecr=1819614776"
"194","0.758530","172.16.3.2","172.16.2.2","MPTCP","74","[TCP Dup ACK 193#1] 22  >  33921 [ACK] Seq=481 Ack=129149 Win=65728 Len=0 TSval=4991552 TSecr=1819614776"
"195","0.759458","172.16.3.2","172.16.2.2","TCP","66","22  >  33921 [ACK] Seq=481 Ack=132013 Win=65728 Len=0 TSval=4991552 TSecr=1819614776"
"196","0.771586","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"197","0.771631","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"198","0.771712","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"199","0.771752","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"200","0.771824","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"201","0.771864","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"202","0.771973","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"203","0.772158","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"204","0.772195","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"205","0.772265","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"206","0.772304","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"207","0.772385","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"208","0.773212","172.16.2.2","172.16.3.2","SSH","1346","Client: Encrypted packet (len=1264)"
"209","0.773256","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
"210","0.773443","172.16.2.2","172.16.3.2","SSH","1514","Client: Encrypted packet (len=1432)"
